session,division,date,subject,result,yeas,nays,paired,bill,bill_type,bill_type_source,category,stage,confidence_proxy,repair_id,source_file
44-1,470,2023-12-05T15:15:00,13th report of the Standing Committee on Veterans Affairs,Agreed To,167,149,14,,,unknown,committee_report,,0,,Parliament_44-1/votes_metadata.csv
44-1,471,2023-12-05T17:45:00,"Bill C-56, An Act to amend the Excise Tax Act and the Competition Act (report stage amendment) (Motion No. 1)",Negatived,139,172,14,C-56,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,472,2023-12-05T18:00:00,"Bill C-56, An Act to amend the Excise Tax Act and the Competition Act (report stage amendment) (Motion No. 2)",Negatived,137,171,14,C-56,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,473,2023-12-05T18:15:00,"Bill C-56, An Act to amend the Excise Tax Act and the Competition Act (report stage amendment) (Motion No. 3)",Agreed To,309,0,14,C-56,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,474,2023-12-05T18:30:00,"Concurrence at report stage of Bill C-56, An Act to amend the Excise Tax Act and the Competition Act",Agreed To,309,0,14,C-56,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,475,2023-12-06T15:15:00,26th report of the Standing Committee on Public Accounts (amendment),Negatived,111,202,14,,,unknown,committee_report,amendment,0,,Parliament_44-1/votes_metadata.csv
44-1,476,2023-12-06T15:30:00,26th report of the Standing Committee on Public Accounts (main motion),Agreed To,202,112,14,,,unknown,committee_report,,0,,Parliament_44-1/votes_metadata.csv
44-1,477,2023-12-06T15:45:00,Referral of a question of privilege to committee (amendment),Agreed To,310,0,14,,,unknown,procedural,amendment,0,,Parliament_44-1/votes_metadata.csv
44-1,478,2023-12-06T16:00:00,"2nd reading of Bill C-322, An Act to develop a national framework to establish a school food program",Agreed To,204,110,14,C-322,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,479,2023-12-06T16:15:00,"3rd reading and adoption of Bill C-295, An Act to amend the Criminal Code (neglect of vulnerable adults)",Agreed To,309,0,14,C-295,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,480,2023-12-06T16:30:00,"2nd reading of Bill C-219, An Act to enact the Canadian Environmental Bill of Rights and to make related amendments to other Acts",Negatived,54,257,14,C-219,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,481,2023-12-07T17:45:00,"Opposition Motion (Carbon tax on farmers, First Nations and families)",Negatived,112,202,12,,,unknown,opposition_motion,,0,,Parliament_44-1/votes_metadata.csv
44-1,482,2023-12-07T17:47:00,Concurrence in an opposed item (Opposed Vote No. 1),Agreed To,200,111,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,483,2023-12-07T17:49:00,Concurrence in an opposed item (Opposed Vote No. 2),Agreed To,199,112,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,484,2023-12-07T17:51:00,Concurrence in an opposed item (Opposed Vote No. 3),Agreed To,200,111,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,485,2023-12-07T17:53:00,Concurrence in an opposed item (Opposed Vote No. 4),Agreed To,201,112,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,486,2023-12-07T17:55:00,Concurrence in an opposed item (Opposed Vote No. 5),Agreed To,201,112,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,487,2023-12-07T17:57:00,Concurrence in an opposed item (Opposed Vote No. 6),Agreed To,201,111,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,488,2023-12-07T17:59:00,Concurrence in an opposed item (Opposed Vote No. 7),Agreed To,199,112,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,489,2023-12-07T18:01:00,Concurrence in an opposed item (Opposed Vote No. 8),Agreed To,196,112,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,490,2023-12-07T18:03:00,Concurrence in an opposed item (Opposed Vote No. 9),Agreed To,197,113,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,491,2023-12-07T18:05:00,Concurrence in an opposed item (Opposed Vote No. 10),Agreed To,199,110,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,492,2023-12-07T18:07:00,Concurrence in an opposed item (Opposed Vote No. 11),Agreed To,200,111,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,493,2023-12-07T18:09:00,Concurrence in an opposed item (Opposed Vote No. 12),Agreed To,200,113,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,494,2023-12-07T18:11:00,Concurrence in an opposed item (Opposed Vote No. 13),Agreed To,200,112,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,495,2023-12-07T18:13:00,Concurrence in an opposed item (Opposed Vote No. 14),Agreed To,200,110,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,496,2023-12-07T18:15:00,Concurrence in an opposed item (Opposed Vote No. 15),Agreed To,200,111,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,497,2023-12-07T18:17:00,Concurrence in an opposed item (Opposed Vote No. 16),Agreed To,199,110,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,498,2023-12-07T18:19:00,Concurrence in an opposed item (Opposed Vote No. 17),Agreed To,200,111,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,499,2023-12-07T18:21:00,Concurrence in an opposed item (Opposed Vote No. 18),Agreed To,200,112,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,500,2023-12-07T18:23:00,Concurrence in an opposed item (Opposed Vote No. 19),Agreed To,201,111,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,501,2023-12-07T18:25:00,Concurrence in an opposed item (Opposed Vote No. 20),Agreed To,199,112,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,502,2023-12-07T18:27:00,Concurrence in an opposed item (Opposed Vote No. 21),Agreed To,198,111,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,503,2023-12-07T18:29:00,Concurrence in an opposed item (Opposed Vote No. 22),Agreed To,198,109,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,504,2023-12-07T18:31:00,Concurrence in an opposed item (Opposed Vote No. 23),Agreed To,197,110,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,505,2023-12-07T18:33:00,Concurrence in an opposed item (Opposed Vote No. 24),Agreed To,193,109,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,506,2023-12-07T18:35:00,Concurrence in an opposed item (Opposed Vote No. 25),Agreed To,191,111,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,507,2023-12-07T18:37:00,Concurrence in an opposed item (Opposed Vote No. 26),Agreed To,187,110,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,508,2023-12-07T18:39:00,Concurrence in an opposed item (Opposed Vote No. 27),Agreed To,190,108,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,509,2023-12-07T18:41:00,Concurrence in an opposed item (Opposed Vote No. 28),Agreed To,189,110,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,510,2023-12-07T18:43:00,Concurrence in an opposed item (Opposed Vote No. 29),Agreed To,189,110,12,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,511,2023-12-07T18:45:00,Concurrence in an opposed item (Opposed Vote No. 30),Agreed To,190,107,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,512,2023-12-07T18:47:00,Concurrence in an opposed item (Opposed Vote No. 31),Agreed To,190,104,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,513,2023-12-07T18:49:00,Concurrence in an opposed item (Opposed Vote No. 32),Agreed To,188,102,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,514,2023-12-07T18:51:00,Concurrence in an opposed item (Opposed Vote No. 33),Agreed To,188,102,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,515,2023-12-07T18:53:00,Concurrence in an opposed item (Opposed Vote No. 34),Agreed To,187,101,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,516,2023-12-07T18:55:00,Concurrence in an opposed item (Opposed Vote No. 35),Agreed To,185,100,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,517,2023-12-07T18:57:00,Concurrence in an opposed item (Opposed Vote No. 36),Agreed To,185,99,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,518,2023-12-07T18:59:00,Concurrence in an opposed item (Opposed Vote No. 37),Agreed To,182,93,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,519,2023-12-07T19:01:00,Concurrence in an opposed item (Opposed Vote No. 38),Agreed To,183,96,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,520,2023-12-07T19:03:00,Concurrence in an opposed item (Opposed Vote No. 39),Agreed To,183,91,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,521,2023-12-07T19:05:00,Concurrence in an opposed item (Opposed Vote No. 40),Agreed To,179,86,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,522,2023-12-07T19:07:00,Concurrence in an opposed item (Opposed Vote No. 41),Agreed To,177,78,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,523,2023-12-07T19:09:00,Concurrence in an opposed item (Opposed Vote No. 42),Agreed To,179,80,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,524,2023-12-07T19:11:00,Concurrence in an opposed item (Opposed Vote No. 43),Agreed To,176,75,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,525,2023-12-07T19:13:16,Concurrence in an opposed item (Opposed Vote No. 44),Agreed To,175,73,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,526,2023-12-07T19:15:52,Concurrence in an opposed item (Opposed Vote No. 45),Agreed To,174,72,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,527,2023-12-07T19:17:10,Concurrence in an opposed item (Opposed Vote No. 46),Agreed To,178,72,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,528,2023-12-07T19:19:16,Concurrence in an opposed item (Opposed Vote No. 47),Agreed To,176,63,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,529,2023-12-07T19:21:08,Concurrence in an opposed item (Opposed Vote No. 48),Agreed To,175,63,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,530,2023-12-07T19:23:32,Concurrence in an opposed item (Opposed Vote No. 49),Agreed To,175,65,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,531,2023-12-07T19:25:58,Concurrence in an opposed item (Opposed Vote No. 50),Agreed To,171,65,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,532,2023-12-07T19:27:13,Concurrence in an opposed item (Opposed Vote No. 51),Agreed To,169,60,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,533,2023-12-07T19:29:05,Concurrence in an opposed item (Opposed Vote No. 52),Agreed To,169,61,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,534,2023-12-07T19:31:26,Concurrence in an opposed item (Opposed Vote No. 53),Agreed To,170,61,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,535,2023-12-07T19:33:35,Concurrence in an opposed item (Opposed Vote No. 54),Agreed To,168,67,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,536,2023-12-07T19:35:44,Concurrence in an opposed item (Opposed Vote No. 55),Agreed To,168,72,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,537,2023-12-07T19:37:52,Concurrence in an opposed item (Opposed Vote No. 56),Agreed To,174,74,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,538,2023-12-07T19:39:06,Concurrence in an opposed item (Opposed Vote No. 57),Agreed To,171,76,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,539,2023-12-07T19:41:46,Concurrence in an opposed item (Opposed Vote No. 58),Agreed To,173,72,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,540,2023-12-07T19:43:42,Concurrence in an opposed item (Opposed Vote No. 59),Agreed To,174,74,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,541,2023-12-07T19:45:02,Concurrence in an opposed item (Opposed Vote No. 60),Agreed To,176,69,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,542,2023-12-07T19:47:59,Concurrence in an opposed item (Opposed Vote No. 61),Agreed To,181,71,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,543,2023-12-07T19:49:33,Concurrence in an opposed item (Opposed Vote No. 62),Agreed To,177,69,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,544,2023-12-07T19:51:11,Concurrence in an opposed item (Opposed Vote No. 63),Agreed To,179,67,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,545,2023-12-07T19:53:35,Concurrence in an opposed item (Opposed Vote No. 64),Agreed To,185,70,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,546,2023-12-07T19:55:07,Concurrence in an opposed item (Opposed Vote No. 65),Agreed To,184,68,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,547,2023-12-07T19:57:29,Concurrence in an opposed item (Opposed Vote No. 66),Agreed To,180,72,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,548,2023-12-07T19:59:17,Concurrence in an opposed item (Opposed Vote No. 67),Agreed To,187,73,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,549,2023-12-07T20:01:03,Concurrence in an opposed item (Opposed Vote No. 68),Agreed To,184,78,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,550,2023-12-07T20:03:34,Concurrence in an opposed item (Opposed Vote No. 69),Agreed To,185,83,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,551,2023-12-07T20:05:58,Concurrence in an opposed item (Opposed Vote No. 70),Agreed To,188,80,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,552,2023-12-07T20:07:40,Concurrence in an opposed item (Opposed Vote No. 71),Agreed To,189,83,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,553,2023-12-07T20:09:34,Concurrence in an opposed item (Opposed Vote No. 72),Agreed To,189,84,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,554,2023-12-07T20:11:36,Concurrence in an opposed item (Opposed Vote No. 73),Agreed To,188,90,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,555,2023-12-07T20:13:48,Concurrence in an opposed item (Opposed Vote No. 74),Agreed To,190,90,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,556,2023-12-07T20:15:11,Concurrence in an opposed item (Opposed Vote No. 75),Agreed To,192,95,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
44-1,557,2023-12-07T20:17:28,Concurrence in an opposed item (Opposed Vote No. 76),Agreed To,190,97,8,,,unknown,supply,,0,,Parliament_44-1/votes_metadata.csv
